"X_0_0";"X_0_1";"X_0_2";"X_0_3";"X_0_4";"X_0_5";"X_1_0";"X_1_1";"X_1_2";"X_1_3";"X_1_4";"X_1_5";"X_2_0";"X_3_0";"X_4_0"
2.5467324583113837e-01;2.1244700930531885e-01;-1.0547740923576876e+00;-1.1236331715804301e-01;8.4803381972893976e-01;1.1669573155745823e-01;8.0724225963590035e-01;-1.9400156800643020e-01;2.7155514589430230e-01;1.1396468054249571e-01;8.8299438333317160e-01;5.4457813581531889e-01;5.7012177118434681e-01;1.2284931622044570e+00;-1.2398304857615550e+00
9.3326564072960294e-01;-6.5250503832106843e-01;-1.5697799884015162e+00;-8.7701265302303755e-01;-4.0377648501944224e-01;-6.2312543420370747e-01;7.3135926111764560e-02;-5.0429017439649870e-01;-2.6627929349224546e+00;-1.4602654100371093e+00;-3.2446220176184605e-03;-4.8158894156576498e-01;1.4148666225927771e+00;7.5052013539713847e-01;1.4352502780673191e+00
-5.0107016901940982e-01;-5.6657993772020343e-01;9.2863266320980553e-01;3.0050958733132199e-01;5.6119896667686664e-01;2.5664386825202495e-01;-1.4345366974225655e+00;5.1001783842789128e-01;-1.3239590988569614e+00;8.4342341782492958e-01;-1.1300194480413654e+00;-6.2503428545478645e-01;-8.0342979035424844e-01;1.1267555323429665e+00;-6.7549208913533931e-01
-6.1001714246548167e-01;-5.8237742692555140e-02;3.2168038583530184e-01;-1.1015325359825008e+00;-9.2037680526458188e-01;-2.8027973564155556e-01;1.2632300242386301e+00;3.9203796867763169e-01;1.4931767873230741e+00;-2.4658106210303582e-01;1.2568288978449917e+00;-7.6678553917140693e-02;-4.2143024736864870e-01;-6.7198833790553125e-01;2.7957628002159340e-01
7.4361877314531200e-01;-8.5970255703891563e-01;7.4326616953018720e-01;1.4601592722821117e+00;1.1720438857082360e+00;-1.6995653826376500e+00;4.2273140719674462e-01;-5.7011584997153519e-01;-1.1486898977647164e+00;7.4654830577296760e-01;1.1912095634336179e+00;7.1487383497547030e-01;-1.0616569898858499e+00;1.4521225967901650e+00;2.5239061352473752e-01
-6.8056031857611488e-01;-2.5513198970339213e-01;8.1307875841199517e-01;-1.0593316465695812e+00;3.2214929043327811e-01;-1.6234454036589829e+00;1.5664689805716188e+00;-6.3827001013103501e-01;2.0153328079511637e-01;-8.8514826459707696e-01;-1.7354101388982150e+00;2.0488057395672526e-01;6.1459022229632854e-01;1.0261693669939540e+00;7.2053646076746736e-01
3.6339796944416619e-01;-6.9343292968056724e-01;-9.3605916428871327e-01;-8.0140062725720362e-01;1.2097015313359302e-01;-1.0646299159347936e+00;8.6230782074073808e-01;8.7200882851795680e-01;-1.2190067285387808e-01;1.8302579421028058e+00;-2.6697781665403475e-01;5.5946403852550275e-01;-2.8353757021206278e+00;2.5502082518036678e-01;-1.0988312503562292e+00
1.5527419677949732e+00;-1.1907313004254093e-01;9.8608845495992337e-01;1.1763148374878623e+00;-4.8316139983668843e-01;1.4216131583569238e+00;2.3655877529927391e-01;9.3885111626913931e-01;4.2732266354911158e-01;9.5651183658292871e-01;2.0535911359348136e-01;-1.1817574731989595e+00;5.4953890861463894e-01;2.0924661995116645e+00;1.5911623136592509e-01
-2.0430639566615208e-01;4.9656586450453383e-01;-3.8821992915460135e-01;8.5391372990389125e-02;9.3525015012947177e-01;-6.0362161335463871e-01;-5.8116988705196637e-01;-3.4746769579125053e-01;-3.1419880204235646e-02;2.2138101976318398e+00;-1.0184214657983901e+00;9.6668597061327813e-02;1.1446443338027383e+00;-6.7683880675015973e-01;1.1622419558885737e+00
7.2149319567783066e-01;2.7738404975639441e-01;1.9100818705253750e+00;1.0267068014814971e+00;1.0339197734720817e+00;-7.4432489415086331e-02;-4.2465843355391492e-01;4.0954236858984708e-02;-3.8295150143934797e-01;2.8341140279803079e-01;-1.5582652484381865e-01;1.5611379508019604e-01;8.1676796450904521e-01;6.2091488574760367e-01;8.8411874273542512e-01
1.4279106014369028e-01;4.0993653969141902e-01;-8.9193235367661006e-01;5.9032282999111556e-02;2.0285180775900757e+00;1.6467381384097710e+00;-1.7665546672792336e+00;6.7174080920673551e-01;1.4866515881993378e-02;-3.7939089193832459e-01;-1.0554463109124785e+00;-2.2134444185885278e+00;1.9338506315546214e-01;-9.9197013301617587e-01;-5.1093408530200601e-01
1.2671274120284837e+00;-1.9863454704631942e-01;6.1428326082383367e-01;-1.2478282278403738e+00;-1.2758186163864953e+00;4.3720808112378183e-02;-4.6134240103754459e-01;-3.9280373020357984e-01;5.2968981322115005e-01;9.0155997966965759e-02;-9.6789731299354731e-01;-1.0363783726822737e+00;1.0735851208933067e+00;-2.4973428555943661e-01;-9.7523982725023595e-01
-7.4333033303885387e-01;1.7733033040540940e+00;-1.2719125123791357e+00;-5.6888998441564520e-01;-4.5428140265527911e-01;6.5739319402424889e-01;-1.4031006280678425e-02;1.7184230785490504e-01;6.9374861850255609e-01;1.1496679483205490e+00;1.8602530914236861e+00;1.6009100775066416e+00;-9.5698841300296822e-01;-2.1375417231690123e-02;8.0993188683512995e-01
-6.5328975367847797e-01;2.9816592969199723e-01;2.9919737209997582e-01;3.3863062960767998e-01;-2.9257619911459798e-01;2.0217057491949317e+00;-1.1605183177683938e+00;1.2607268876336772e-01;9.0267733502412584e-01;2.6516064611784934e-01;-3.8195225690505696e-01;1.9229959767398591e-01;9.8486606666063792e-01;1.0692737573422166e+00;-9.4794458370966994e-01
1.0170926487437687e-01;-3.6295255785138575e-01;-7.4596410339748107e-02;6.6279370220299771e-01;1.9570265392069752e-01;-2.1348750298753849e+00;1.4632021587607591e+00;1.1456211523267422e-01;1.2121603753665228e-01;5.5150775447453053e-02;5.3820618390654898e-02;-2.4826344251966690e+00;6.4348491549423847e-01;3.4233905182790058e-04;-5.3102626660045649e-01
6.8487089278301128e-01;9.3657892394997067e-01;3.4890313132408735e-01;1.7954751666573430e-02;-1.6929128904622994e-03;2.7054920381228911e+00;-1.5874914473686658e-01;4.7595339362447414e-01;-1.0678878324009506e+00;3.1355437299880995e+00;-7.0414452454770460e-01;1.4270448432449891e+00;1.2678293556040145e-02;-2.5448942604001451e-01;1.0119623532907820e+00
5.0426291174640570e-01;1.1112297662390462e+00;1.1762237313784282e-01;9.3345030715859867e-01;9.8334153790193068e-01;6.0562374492808979e-01;1.0905831270758382e+00;-5.4586511329886622e-01;-1.7712874432254525e-01;-1.9317184802745574e-01;-1.4654579709096219e-01;7.8311018217131745e-01;-5.3051087030875776e-01;-8.5653683642376255e-01;1.1215362207252638e-01
-1.0280060771592678e+00;-1.5712263593344442e+00;2.1478935617122927e-01;-2.0653862440386872e+00;3.0265508490658638e-01;7.0437048113875900e-01;1.2104203788375649e+00;-6.4339894151850785e-01;-9.0661713748709416e-01;-1.3512908636730221e+00;5.0182952207147857e-01;-1.1609754967422961e+00;-1.2371351253721943e-01;8.6247296461101108e-01;5.9867255993137936e-01
-5.7047114122809339e-01;3.3750327906347843e-01;-5.9758116190101884e-01;-2.9205563210824009e-01;2.5229427892415202e-01;8.0939342482302090e-01;-1.3030521257385150e+00;7.3352000138327222e-01;4.8597516505476501e-01;1.0677076167243762e+00;-2.1400096437898153e-01;-5.4803867105331294e-01;-4.4524415675583601e-01;6.5934051281537864e-01;1.5267897962393939e+00
-9.3569430579633339e-01;-1.3891350119096817e+00;-1.5221336972388539e+00;1.6335999543699347e+00;9.4417734238783621e-02;1.0526329716019291e+00;1.7430334709229680e+00;-7.1318949473715365e-01;7.4100659082673370e-01;3.8091361639208920e-01;2.3237938377679884e-01;-1.2781602685056734e+00;-9.0141492165067196e-03;-4.7293032206113267e-01;-1.1636053303267540e+00
-1.4414394007047152e-01;-4.0072774781202680e-01;-2.0361329661481000e+00;-9.4085307241684724e-01;1.3762834851291823e+00;7.6515011194085020e-02;1.6665590629276972e-01;2.5154916239366931e-01;-2.5854299450432783e-01;-1.4234099740587577e-02;-1.3360114434251709e+00;-6.5664095961843683e-01;-3.2483832320878608e-01;5.4459534932727094e-01;-2.3806021698762656e-01
1.0331871155052004e+00;1.1805693696836237e+00;2.4252861645088619e-01;-3.3703491142662778e-01;2.5763413056017219e+00;-5.4695799375612386e-01;-8.9984027101679154e-01;-1.1994343150735121e+00;-1.0900808806256207e-02;7.3648682573189383e-01;-8.6777048899147635e-01;2.4666800151711507e-01;-1.4727838789977235e+00;9.9308671051726971e-01;-6.4120984975698714e-01
1.8478008016557887e+00;1.7145073144768688e+00;-2.1098642054109096e+00;-1.4493795901763076e+00;-5.2450381231385179e-01;-2.6017964716164449e-01;-1.4920469287769298e+00;-1.6471354982489847e-01;-1.2679213188026719e+00;5.7761829731389547e-01;-3.0870870527075084e-01;-1.2361364371455054e-01;1.1503889752315341e-01;1.4651876996251928e-01;4.0818282389012700e-01
-2.7165371838740032e-01;4.6721006314191549e-01;-8.7504765261353112e-01;7.3259101301946494e-01;4.8895690426971594e-01;-1.2507319774626267e+00;2.2647662762738578e+00;1.7855401236669204e+00;-3.4553042606964884e-01;9.4177571690670303e-01;8.5610145655182424e-01;-4.2211329326782387e-01;2.1291136768677640e-01;-7.1896236437232397e-01;2.7207944327635292e+00
-3.7004027100404027e-02;4.2484773443526330e-01;1.7401303852308485e+00;-3.6609561830180132e-01;-8.2601023354573422e-02;-1.2248433829044203e+00;-9.2709119302537701e-01;4.1869333104470013e-01;-1.3520728495613665e+00;-9.9347118741948626e-01;1.3210244921364633e+00;1.3650028978016493e+00;-3.7023930015743034e-01;-5.0998211206009680e-01;5.1487294335988740e-02
-1.2309036364949020e+00;-3.6236951857346926e-02;-6.2387225254863440e-03;1.0401374083659787e+00;-8.2399325365989340e-01;2.1580647105424311e-01;7.4856955203818654e-01;7.9461722002135737e-01;-7.2697732396298353e-01;2.0019229395049920e+00;1.2100268407514957e-01;2.7608907660987736e+00;-5.0536000833546757e-01;-1.7680381226221880e+00;2.1909129032987681e-01
-3.7212183271186333e-01;9.6234360423439147e-01;-1.1496900164045614e+00;4.8023683881764101e-01;-7.1812894154222573e-01;-1.3640982644659472e+00;-9.7200504440178059e-01;6.0870262616639015e-01;2.2872591406921752e-01;-2.0368235116115244e-01;-4.3614280757156243e-01;7.6888587099839434e-01;9.0201690943557483e-02;-1.4956355793618967e-01;-1.5725100504907685e+00
-1.2981079588177777e+00;1.4227377883949288e-01;-1.4491304835311183e-01;4.5913073626546541e-01;6.2581963296343035e-01;1.5753566293691912e+00;-2.5887045882139078e-02;-1.8554708920771079e+00;8.4756468052081213e-01;-4.8196551454615066e-01;-2.0261772636503621e+00;-5.7205788338885921e-01;-1.3733538616517640e+00;3.3369141375351997e-02;-1.1706463532565441e-01
-4.3366802591825543e-01;5.4561061545487111e-01;1.2623876096702649e+00;-1.7059390422780385e+00;-3.2715039380253913e-01;9.0884001766401634e-01;-5.4250120618370250e-02;-1.3864693484088195e-01;-2.1585918786444661e-01;-5.4877989844572039e-01;6.9727554433207939e-01;-1.8144302428489456e+00;-7.3780711712542124e-01;-1.9663757170699817e-01;-7.8304817112931979e-01
4.8886065698439563e-01;1.1059392223467919e-01;1.1049469527020124e+00;2.7081448023772804e-02;5.9555053024742295e-02;-1.9757112165154584e+00;1.1697026518107810e-01;1.4863600888628217e+00;1.9363660304591228e+00;3.0530711493292468e-02;7.6782058959995081e-01;9.0535352413598891e-01;4.0061676654457695e-01;-1.0055012228771349e+00;-7.6326954497072452e-01
-1.1594546423471007e-01;8.7714039331127225e-01;4.5822453663674012e-01;1.4941192292187502e+00;-1.9568334407861357e-01;-1.5178813159768613e-02;-5.1356476761003489e-01;1.1176883252899741e+00;-1.0979674308319887e+00;-1.1910110480237448e+00;-1.9237047434870502e-01;-7.6298310678815706e-01;-6.9957639738776278e-01;-1.7316256916250010e+00;-1.6816653205976522e+00
-8.3214682105091287e-01;1.1404564604632261e+00;1.3235309111306994e+00;7.9133241214476191e-01;-1.2363406568893041e-01;-4.2309759136665298e-01;-3.3978124725840236e-01;-4.8277211641193862e-01;2.8007496826926592e-01;1.6977713474881833e+00;5.7887796891722987e-01;3.2828477576930881e-01;-1.0149846594483496e+00;-2.1665927085685519e-01;1.8057046770794165e+00
-1.6060923772765398e-01;-3.5088967367024471e-01;-1.0225609797846671e+00;-1.0116005628279465e+00;1.5514663114408986e-01;7.8000407264800908e-01;-8.1024716423524512e-01;-2.7964928096810376e-02;3.9851872926076025e-02;1.5730741764310889e+00;-4.8197543114823921e-01;1.0303895270944925e+00;-1.3158900099471951e+00;-1.9941483488056089e+00;3.2010234248563468e-01
6.0893066404391349e-01;2.2997767068751293e-01;-1.5492488099194848e-01;-8.8115574765553206e-01;-6.3397970517450875e-01;-7.7534366770891083e-01;-6.4109382251607017e-01;-1.9152251176739492e+00;1.4500535094679765e+00;-1.7228796259914443e+00;-2.3834368666305759e+00;1.0918582543992275e+00;3.0299157066320032e-01;1.5516645694963366e-01;-1.2929498125032410e-01
5.7735508930260704e-01;-9.5667108965915748e-01;5.2107819585267490e-01;1.1296110766216585e+00;3.8062683757282167e-01;-8.2588169201310668e-01;1.0718860105751689e+00;-2.2501298589129126e-01;-9.9008698915108018e-01;-3.1665957527142552e-01;2.7581809722157491e-01;1.2673258084140626e+00;2.7658807400535719e+00;4.2635133705517719e-01;-3.9862703834288254e-01
1.5968553513085462e-01;2.0817008433017996e+00;-2.8599464507608557e-01;-8.6605040772579675e-02;-2.0849821213738573e+00;3.1174415089077934e-01;-1.2630071979465742e+00;5.7184113886100596e-01;7.8846511386975771e-01;1.0894715699585646e+00;3.3367238898377433e-01;-4.5408973592363938e-01;1.5372445686458267e+00;-1.1588051857504083e+00;-1.7208658733381443e-01
1.0368281853998460e+00;-1.8430238185301657e+00;-9.8114474579094890e-01;-6.7464326981756473e-01;-9.5951436438827375e-01;8.6842588912424690e-01;-7.7369801160552287e-01;-8.9965977574086986e-01;-1.5327396019743339e-01;-1.4543892894562124e-01;7.8237301434112144e-02;6.1157148003724604e-01;3.4074880148000886e-01;1.3760466804742313e+00;-8.1403450230564800e-01
2.1183266956230137e-01;1.9255536542815626e+00;-2.4662019664184578e-01;3.7029709721609150e-01;-5.6201922336048959e-01;-6.5101122481982543e-01;-3.7687439229163822e+00;8.1639307049507115e-01;2.2898089368956986e+00;3.8665066518899549e-01;9.9090712591313179e-01;6.5880297546387379e-01;9.4961083000965996e-01;2.5479050206431402e+00;6.6793833372785916e-01
1.6994328105364509e+00;-1.4706704218894882e+00;5.3952692643261280e-01;1.5102732326090773e-01;1.3024642158867716e-01;3.6655563551882681e-01;4.3039943931979865e-02;5.3363981083068068e-01;-1.4230132599337675e+00;1.4294191325427423e+00;2.3149486345877896e-02;-3.3461467981761800e-01;-8.6258581690391578e-01;-2.7215185586018806e-02;1.0844581104381024e+00
1.1636915310514193e+00;-8.9265345527099738e-01;4.8677555965444197e-01;-6.3351970825602266e-01;1.8075826900475567e+00;1.3894151058002496e-01;6.2164932952571039e-01;1.3983166248661902e+00;-5.8547746710872239e-01;-7.1680967481072655e-01;2.8016401784288887e-02;-6.1727384384667683e-02;5.1038233407610489e-01;1.3213894047252497e+00;6.1867967277379188e-01
9.1540881008321473e-02;-5.4604373916425331e-01;-2.6140848629627405e+00;-6.5449683691228133e-01;6.6948489009897927e-01;1.8078190654614523e-01;-7.0049778934784801e-01;-2.2669046593952791e+00;7.3688616190264700e-01;-1.2938617197117932e+00;7.8928277249626955e-01;-8.0634026676150894e-01;-1.3855892154513258e-01;1.1910498534651450e+00;5.7623197667167003e-01
-9.7674498110471064e-01;-6.2177625040074991e-01;5.7952625078817732e-01;3.2045218980967666e-01;1.4826233083135651e+00;-3.7961278992949743e-01;5.4085380068321953e-01;2.8604343717064079e-01;1.6472154154953984e+00;-7.1486910198004572e-02;7.3257146833128162e-01;-4.2685307651156558e-02;-6.5974516179678255e-01;1.4798731067763575e+00;-8.6124902879992048e-03
1.2930767853451814e+00;9.6045830939499102e-02;-6.7480458498086038e-01;-3.9740593512899469e-01;7.7315542044570307e-01;-7.6989211319449483e-02;-1.0497825360170814e+00;1.0329608875564702e+00;1.7804287603108535e+00;-6.3002795986676896e-01;1.1330952087092900e+00;4.7624471072970964e-02;-2.0619059746963955e+00;3.0020309251196975e-01;-8.7886753512643523e-01
-1.5563642859399238e+00;6.0043786920544384e-01;-1.0092138347428441e-01;-4.9620012929696478e-01;4.5054817395076646e-01;-9.3567820819385350e-01;-3.1922264620306862e-01;-1.3740667522517212e-02;-3.9686279602585856e-01;1.7659054809380140e-01;1.3769340082220518e+00;-5.8880291159539588e-01;1.3317531759391474e+00;1.6809786397078224e+00;7.9201334522389166e-01
-1.1479433163827124e+00;-1.9722422038410823e+00;-4.3443340500000771e-01;-1.7545364199173372e-01;3.5515647070464902e-02;-1.2288153209318627e-01;1.8184690954098404e-01;9.7202118924390457e-01;3.4573900877841929e-01;5.1662529092460951e-01;2.6145815151448555e+00;1.7163784193948268e+00;1.9681602526444690e+00;8.7996170641513138e-01;1.2747997666796935e+00
1.8520745733667809e-01;8.9751612342124654e-01;-2.1347356649351001e-01;1.4897118726440420e-01;-2.2128298466705365e-01;5.6710470315839212e-01;-9.3872910330876136e-02;-1.0217242381090845e-01;3.0639382141646693e-01;1.2941797451194939e+00;-8.3392133933770096e-01;-1.3753345879831660e+00;-8.1662064761990305e-01;-2.5321492791499076e+00;-1.0730153837259688e+00
-2.9136920760058976e-01;-1.5494292138619030e+00;8.0359898639176808e-01;2.1543336573366970e-01;-1.6542662604936356e+00;1.3771958838350349e+00;1.1520497589763039e+00;-5.8621530183539627e-01;8.0245507073562442e-02;-5.2397755521946665e-01;-2.8634615840709404e-01;1.1020779864393471e-01;-1.9060299885240310e+00;3.7996700453672783e-01;-2.6022815077781164e-01
-1.3889698478432742e+00;1.4533315664411826e+00;8.0645382252891765e-02;8.2096376896092926e-01;-1.5501116997748501e+00;2.0873296829044077e+00;9.3763805008113377e-01;-1.2929467364044458e+00;3.8533646030496266e-01;8.7827609514312543e-01;-1.3794662058759830e+00;4.7893343680448702e-01;-2.8338285552692483e-01;-4.3293172688744069e-01;2.6227314511724487e-01
-3.1356747197416207e-01;6.9089142022968164e-01;-4.7488138193941654e-01;-2.4139328036727165e-01;4.3704846613272363e-01;3.3912363878857549e-01;6.6109912505880031e-01;-1.4649133294310561e+00;2.6464508080383085e+00;-1.1004687024412803e+00;-7.2452642059094935e-02;-1.4461093988749927e+00;2.1734405660497385e+00;-9.0457461478219825e-01;1.3988226426247322e-01
-7.1997820359805220e-01;1.7467142250438103e-01;1.4358474141858504e+00;2.0397115721485011e+00;1.2171438888150246e+00;-1.2802752513730473e-01;-6.4531861520644385e-01;3.5947487068510542e-01;-2.0773607838924182e+00;1.4032390414969624e+00;1.5940152688247131e+00;3.2714411603142536e-03;-6.1032916571833705e-02;1.0582804763760867e-01;-1.4023693206007610e+00
-4.1067031039064250e-01;-1.2413551551355273e+00;-3.4647067622637917e-01;-1.3782688201865754e+00;-1.2145365236515515e+00;1.0998391130913594e+00;2.7611179986502410e-01;2.4701733216832218e+00;-5.3872494597280829e-01;1.2018078125437022e+00;-7.0817341040597404e-01;-6.8944359239701025e-01;3.2649582921941089e-01;5.7096406220204743e-01;5.0172674985451082e-01
